	OverallCond	RoofMatl	Exterior1st	Exterior2nd	MasVnrType	ExterQual	ExterCond	Heating	HeatingQC	CentralAir	Electrical	KitchenQual	Functional	Fireplaces	GarageQual	GarageCond	Utilities	SalePrice
1441	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	149300
1442	5	CompShg	VinylSd	VinylSd	Stone	0	4	GasA	0	1	SBrkr	0	6	1	4	4	0	310000
1443	6	CompShg	Wd Sdng	Wd Sdng	None	3	4	Grav	1	0	FuseF	1	6	1	1	3	0	121000
1444	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	179600
1445	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	129000
1446	7	CompShg	HdBoard	HdBoard	BrkFace	3	4	GasA	4	1	SBrkr	3	6	0	4	4	0	157900
1447	5	CompShg	VinylSd	VinylSd	BrkFace	2	4	GasA	0	1	SBrkr	2	6	1	4	4	0	240000
1448	7	CompShg	MetalSd	HdBoard	None	3	4	GasA	2	0	SBrkr	3	3	0	1	4	0	112000
1449	7	CompShg	CemntBd	CmentBd	None	3	4	GasA	0	1	SBrkr	0	6	0	5	5	0	92000
1450	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	4	1	SBrkr	3	6	0	5	5	0	136000
1451	5	CompShg	CemntBd	CmentBd	Stone	2	4	GasA	0	1	SBrkr	0	6	1	4	4	0	287090
1452	5	CompShg	VinylSd	VinylSd	BrkFace	3	4	GasA	2	1	SBrkr	3	6	0	4	4	0	145000
1453	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	6	0	5	5	0	84500
1454	5	CompShg	VinylSd	VinylSd	None	2	4	GasA	0	1	SBrkr	2	6	0	4	4	0	185000
1455	5	CompShg	VinylSd	VinylSd	None	3	4	GasA	0	1	SBrkr	3	6	1	4	4	0	175000
1456	6	CompShg	Plywood	Plywood	Stone	3	4	GasA	4	1	SBrkr	3	2	2	4	4	0	210000
1457	9	CompShg	CemntBd	CmentBd	None	0	2	GasA	0	1	SBrkr	2	6	2	4	4	0	266500
1458	6	CompShg	MetalSd	MetalSd	None	3	4	GasA	2	1	FuseA	2	6	0	4	4	0	142125
1459	6	CompShg	HdBoard	HdBoard	None	2	4	GasA	2	1	SBrkr	3	6	0	4	4	0	147500
